timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1673452651689,283,HomePage,200,OK,tidal_users 1-41,text,true,,110335,115,37,37,https://www.twitch.tv/,206,0,151
1673452651845,167,privacy policy page,200,OK,tidal_users 1-37,text,true,,67808,141,37,37,https://www.twitch.tv/p/en/legal/privacy-notice/,64,0,0
1673452651751,262,HomePage,200,OK,tidal_users 1-42,text,true,,110295,115,37,37,https://www.twitch.tv/,183,0,127
1673452651833,182,privacy policy page,200,OK,tidal_users 1-30,text,true,,67808,141,37,37,https://www.twitch.tv/p/en/legal/privacy-notice/,67,0,0
1673452651851,169,browse page,200,OK,tidal_users 1-39,text,true,,109509,124,38,38,https://www.twitch.tv/directory,62,0,0
1673452651792,231,privacy policy page,200,OK,tidal_users 1-29,text,true,,67808,141,38,38,https://www.twitch.tv/p/en/legal/privacy-notice/,96,0,0
1673452651018,1014,HomePage,200,OK,tidal_users 1-31,text,true,,110361,115,38,38,https://www.twitch.tv/,723,0,665
1673452651849,186,privacy policy page,200,OK,tidal_users 1-25,text,true,,67808,141,38,38,https://www.twitch.tv/p/en/legal/privacy-notice/,82,0,0
1673452651973,76,browse page,200,OK,tidal_users 1-41,text,true,,109465,124,38,38,https://www.twitch.tv/directory,61,0,0
1673452651849,207,browse page,200,OK,tidal_users 1-38,text,true,,109450,124,38,38,https://www.twitch.tv/directory,74,0,0
1673452651447,625,careers page,200,OK,tidal_users 1-11,text,true,,40013,123,38,38,https://www.twitch.tv/jobs/en/,405,0,0
1673452651968,112,about page,200,OK,tidal_users 1-36,text,true,,65471,126,37,37,https://www.twitch.tv/p/en/about/,72,0,0
